gender,age,height_cm,weight_kg,bodyfat_percent,activity_level,goal_type,goal_delta_kg,goal_time_weeks
0,28,180,64.7,22.7,3,1,-2,10
1,55,193,64.6,14.6,4,0,0,8
0,53,164,87.1,14.8,4,2,6,7
0,27,171,91.0,22.3,2,0,0,8
0,42,178,108.7,11.3,2,2,6,4
0,24,188,58.4,16.4,5,1,-6,14
1,57,177,78.9,18.9,1,1,-7,6
1,57,177,50.6,17.2,1,0,0,16
0,32,172,83.6,22.7,3,1,-3,16
1,36,162,88.2,19.7,3,1,-5,15
1,18,172,92.0,23.3,2,2,6,9
1,44,151,106.7,0.0,4,0,0,13
1,25,189,55.5,10.1,1,1,-7,6
0,32,188,107.9,26.8,5,1,-4,11
0,39,191,51.1,14.8,3,1,-2,11
0,23,151,83.8,25.7,1,0,0,14
0,59,165,53.9,19.4,3,1,-7,12
0,38,162,79.5,24.4,4,2,6,5
1,42,171,104.6,0.0,2,0,0,8
0,47,171,101.8,15.9,5,0,0,16
1,24,197,74.1,0.0,2,2,8,10
1,24,189,60.6,19.7,2,0,0,16
1,26,159,63.5,23.8,4,2,3,6
0,36,155,104.9,15.3,4,2,3,9
1,36,198,64.7,19.8,2,0,0,13
1,19,164,90.2,18.7,2,0,0,14
0,35,172,79.7,28.1,2,2,2,6
1,24,194,62.4,16.6,3,1,-6,10
0,40,153,102.4,18.6,2,0,0,14
1,21,168,59.8,11.0,4,2,6,14
0,37,200,89.8,22.1,3,2,8,4
0,55,199,72.1,21.2,4,2,8,12
0,36,175,57.3,12.0,1,0,0,15
0,37,156,50.2,13.3,1,0,0,15
0,60,198,97.3,14.0,5,0,0,5
0,39,155,66.8,11.5,5,0,0,13
0,35,155,55.5,21.5,3,0,0,6
0,24,154,74.8,11.9,5,1,-8,13
0,20,179,79.9,26.7,5,1,-5,7
0,51,195,66.4,23.0,5,1,-4,9
0,55,151,60.1,29.7,4,1,-4,4
0,38,168,90.9,12.7,5,2,4,6
1,37,157,77.3,29.7,4,0,0,14
0,30,153,97.9,15.0,2,0,0,11
1,42,169,53.9,28.4,4,0,0,13
1,33,155,81.3,19.7,5,0,0,13
0,47,196,89.4,10.7,4,2,5,16
1,21,155,78.4,16.4,3,2,5,13
0,41,184,101.4,27.7,1,1,-6,4
1,31,193,80.5,28.5,4,0,0,10
1,32,195,77.5,0.0,1,0,0,14
1,27,176,65.5,16.8,1,0,0,14
0,20,198,99.8,0.0,4,0,0,14
1,36,189,101.2,14.3,3,2,7,5
0,42,181,63.5,12.3,5,1,-7,10
0,29,172,94.2,15.7,4,1,-8,14
0,34,177,89.6,15.2,3,2,6,4
0,45,170,52.6,26.0,3,2,4,16
1,55,196,78.5,26.3,2,0,0,10
0,44,160,59.4,25.1,2,1,-5,13
0,36,183,94.3,0.0,1,0,0,5
0,55,168,103.4,22.0,5,0,0,8
1,53,178,73.5,0.0,2,1,-6,6
1,26,164,80.9,12.2,2,2,7,12
1,35,190,52.2,0.0,5,1,-8,14
1,57,198,98.5,0.0,4,0,0,10
1,46,184,78.5,19.7,5,1,-8,15
1,41,179,86.1,22.2,2,2,6,16
0,49,187,57.9,0.0,1,1,-7,12
0,47,195,100.3,16.0,5,2,7,13
0,38,162,62.2,14.8,2,2,3,4
1,37,156,61.7,11.1,2,0,0,12
1,48,153,84.3,0.0,2,1,-8,7
0,36,160,53.8,10.9,4,0,0,12
1,29,166,77.0,26.2,4,2,2,11
1,45,180,53.3,27.9,1,2,2,11
1,40,195,80.9,27.1,5,1,-7,5
0,38,154,94.5,27.9,5,0,0,7
1,51,151,101.1,29.2,4,0,0,4
1,26,166,50.4,11.7,5,0,0,5
1,21,152,96.3,27.8,5,0,0,5
1,40,196,109.4,29.0,4,2,6,5
1,24,150,55.9,18.4,3,1,-4,7
1,51,178,88.6,0.0,2,0,0,6
0,49,168,96.6,26.2,3,2,4,11
0,34,162,72.1,0.0,4,2,7,15
1,41,173,51.4,0.0,3,2,2,16
0,38,161,60.1,22.8,2,0,0,10
1,58,187,83.3,0.0,3,2,6,4
1,45,156,62.0,26.2,5,0,0,11
1,34,157,105.0,25.5,5,1,-2,6
0,33,183,97.3,19.9,5,0,0,5
0,20,151,55.9,25.7,1,2,7,6
0,19,182,75.3,27.7,4,0,0,9
1,41,178,65.2,19.5,3,0,0,14
0,26,159,107.0,17.6,4,2,6,12
0,52,158,66.0,23.8,2,1,-2,16
1,52,166,90.4,24.9,1,2,8,5
0,26,176,56.7,19.5,3,2,6,6
0,27,163,89.2,0.0,5,2,4,15
1,57,176,103.7,15.5,5,0,0,7
0,52,196,54.3,0.0,3,1,-8,16
1,53,152,51.5,20.6,3,1,-4,5
1,19,156,52.4,22.9,2,2,4,16
0,29,163,108.6,14.2,3,2,6,10
1,27,163,85.4,20.5,3,2,6,8
1,41,177,87.0,10.5,2,1,-4,5
0,39,153,80.2,18.7,3,0,0,8
0,25,164,86.6,0.0,2,0,0,16
1,48,163,92.9,24.2,2,1,-3,9
0,49,158,94.6,13.7,4,2,3,16
1,31,173,86.5,16.4,4,2,4,5
1,50,189,72.0,12.7,1,0,0,5
0,37,188,86.6,15.7,4,2,7,6
0,46,190,94.4,17.9,1,0,0,11
1,28,167,96.3,18.0,4,2,6,8
0,22,151,60.4,25.6,4,0,0,12
0,43,198,86.5,0.0,5,2,7,7
0,25,182,81.5,18.1,1,2,8,9
0,20,188,96.4,0.0,2,1,-8,6
0,41,189,55.8,10.8,3,0,0,10
0,59,197,101.2,26.4,2,0,0,16
0,46,177,92.6,28.5,1,2,3,12
1,55,191,98.7,16.1,1,0,0,5
1,58,182,63.1,13.6,2,2,6,16
0,58,177,102.5,24.5,3,0,0,12
0,26,191,100.6,0.0,3,2,2,11
0,40,175,105.1,29.1,4,1,-4,16
0,37,165,72.9,23.5,5,2,3,9
1,35,192,96.7,13.2,5,2,7,13
0,26,161,57.5,10.8,3,2,8,10
1,56,170,85.9,26.7,2,0,0,16
1,32,188,65.3,10.1,3,1,-8,10
0,50,168,51.4,0.0,5,1,-3,10
1,57,160,88.9,15.6,2,2,2,15
1,26,172,52.8,18.5,5,0,0,14
0,43,165,80.2,12.3,5,2,6,8
0,55,169,69.2,25.1,2,1,-7,6
0,55,173,59.5,28.0,4,2,8,6
0,18,199,85.5,0.0,5,2,7,16
1,59,157,109.4,26.9,4,1,-5,7
0,53,198,88.6,11.0,5,0,0,12
1,37,168,62.4,19.3,2,1,-6,5
0,19,193,107.6,13.6,2,1,-7,6
0,31,187,60.1,18.7,4,2,8,13
1,19,182,87.9,24.3,4,2,2,9
1,31,159,95.0,11.6,1,1,-8,11
0,30,174,97.2,22.3,3,2,5,6
0,31,177,56.0,28.4,3,0,0,12
1,45,160,69.2,14.2,3,0,0,13
0,36,157,64.8,0.0,5,2,2,16
1,21,174,97.2,24.7,2,0,0,9
1,39,188,105.3,0.0,5,2,5,9
0,36,184,62.0,11.7,5,1,-7,10
1,21,184,61.6,16.7,1,1,-2,16
1,38,183,100.2,12.2,4,1,-4,6
1,45,165,64.6,16.3,5,1,-5,7
1,50,181,105.0,18.7,1,0,0,13
0,28,166,89.6,25.9,1,0,0,7
0,24,189,71.9,15.9,2,1,-4,10
1,25,177,99.4,18.3,5,1,-2,4
0,56,179,105.0,23.5,2,0,0,11
1,43,154,102.3,0.0,2,1,-4,9
0,35,164,78.3,19.6,3,2,6,12
0,48,166,77.6,21.0,4,1,-8,9
1,18,171,52.1,19.8,3,0,0,15
1,34,165,107.4,19.3,4,0,0,16
0,39,170,52.0,10.1,2,2,4,14
0,33,198,106.7,25.6,4,2,4,16
0,25,196,61.2,27.3,5,0,0,14
0,27,192,101.7,19.3,3,1,-6,11
1,49,190,59.4,13.2,3,1,-2,13
1,60,187,67.3,13.2,4,2,6,7
0,58,189,58.3,14.0,2,0,0,8
0,28,158,100.5,29.6,1,1,-4,15
0,45,195,79.3,18.3,4,1,-4,15
1,57,165,91.1,20.3,4,1,-2,4
0,41,172,102.4,28.9,5,0,0,11
0,18,168,75.1,29.6,2,0,0,15
0,34,157,91.8,18.8,5,1,-3,16
0,58,183,73.3,11.4,4,0,0,15
1,59,150,58.2,12.1,1,2,7,13
0,31,200,90.3,25.8,1,1,-4,4
0,41,154,76.5,26.2,2,0,0,15
0,51,151,61.8,12.1,1,2,5,16
0,52,184,100.1,13.8,5,0,0,14
0,34,160,61.7,17.5,2,2,8,13
1,22,164,109.9,0.0,3,0,0,4
0,24,155,81.9,0.0,3,1,-6,12
1,18,152,86.5,20.9,4,1,-6,9
0,35,178,96.4,11.5,2,2,4,12
1,34,155,55.6,28.7,5,2,4,16
1,19,196,95.0,18.6,4,1,-8,9
0,30,161,66.2,22.6,2,1,-2,5
1,51,197,62.2,10.6,1,1,-2,8
0,31,187,76.1,0.0,4,1,-7,8
1,29,179,53.1,25.4,4,2,3,6
0,21,152,68.7,11.7,4,2,7,12
1,27,152,66.3,19.5,3,0,0,6
0,48,198,83.8,24.7,5,1,-5,8
1,22,177,107.0,10.5,2,0,0,4
0,47,188,58.7,13.5,2,2,8,4
1,24,180,77.7,29.2,4,0,0,15
0,18,191,98.6,21.0,4,0,0,12
1,57,179,57.7,12.7,5,2,6,12
1,46,150,102.8,0.0,4,1,-8,6
0,47,165,95.2,29.6,5,2,5,15
1,49,152,80.6,20.8,5,0,0,9
0,44,178,87.1,11.7,3,0,0,13
0,54,164,60.0,17.8,5,1,-7,9
1,26,200,57.1,13.3,5,1,-3,15
1,25,157,93.7,15.0,3,1,-6,15
0,31,199,95.2,28.6,1,0,0,15
1,37,180,89.3,13.3,3,2,4,11
1,21,176,95.6,12.1,3,2,7,12
1,50,161,55.1,21.4,1,0,0,4
1,53,189,77.4,0.0,3,2,7,13
0,38,190,78.8,12.0,3,2,3,6
0,59,159,78.2,27.0,4,0,0,12
0,24,194,91.9,17.3,4,1,-7,16
0,48,159,98.3,15.4,4,2,6,6
0,21,194,104.9,28.5,5,1,-4,13
1,39,181,103.9,19.4,3,2,8,4
0,46,176,75.9,15.3,3,2,4,5
0,19,198,96.3,0.0,2,1,-6,10
1,47,190,61.5,16.9,3,2,3,9
0,33,155,76.9,0.0,2,1,-4,14
1,20,193,98.7,22.6,3,0,0,8
1,22,195,71.5,22.2,2,2,2,6
1,23,196,75.3,10.1,5,2,6,16
0,23,164,83.6,15.4,2,0,0,13
1,25,172,52.1,29.9,4,1,-3,10
1,38,199,96.0,27.3,2,0,0,9
0,21,158,79.6,17.8,3,1,-6,15
0,46,165,85.7,29.8,5,0,0,8
0,37,171,95.4,16.7,4,1,-8,12
1,41,171,100.2,18.1,2,2,2,9
1,29,173,84.3,23.7,5,1,-6,14
1,39,187,51.6,13.3,2,0,0,15
0,27,160,92.4,26.4,3,0,0,4
1,22,177,98.9,20.6,4,0,0,13
1,44,161,74.9,26.6,1,0,0,16
0,25,187,71.0,21.1,5,2,4,7
0,35,184,61.2,13.9,5,0,0,5
0,20,178,70.9,20.4,2,0,0,5
0,30,159,96.3,23.4,3,0,0,12
1,32,151,69.1,11.5,4,1,-8,15
0,32,164,59.2,0.0,1,0,0,5
1,49,190,79.3,10.6,3,0,0,12
0,40,172,80.8,0.0,1,1,-5,15
0,48,171,84.8,15.7,2,1,-2,8
0,21,170,91.8,18.5,3,2,8,16
1,40,176,65.3,0.0,3,1,-3,4
0,33,162,54.9,21.4,2,2,3,12
1,53,155,89.7,22.7,3,0,0,15
0,37,183,62.5,26.7,3,1,-2,7
1,49,171,96.9,26.4,1,1,-3,7
1,27,188,90.4,23.5,3,0,0,12
1,23,191,65.0,25.5,4,0,0,6
0,18,195,98.3,14.9,3,1,-4,14
1,18,166,78.8,0.0,4,1,-2,15
0,38,184,77.9,11.2,1,1,-4,11
0,22,179,99.0,0.0,2,1,-3,10
0,22,153,57.6,20.5,2,0,0,7
0,37,174,81.7,0.0,5,0,0,13
1,43,153,106.1,13.3,3,0,0,11
1,29,200,99.1,21.5,1,1,-5,5
1,58,175,60.1,10.0,1,0,0,4
1,40,193,97.0,0.0,5,0,0,14
0,50,160,82.6,19.8,1,2,2,10
0,56,159,89.7,17.2,4,0,0,5
0,60,196,107.3,12.2,3,1,-7,9
1,59,176,83.9,26.9,3,0,0,11
1,30,159,65.6,0.0,2,0,0,11
1,24,175,86.1,25.2,2,2,6,14
0,30,181,78.3,0.0,4,2,2,9
1,54,190,92.5,27.9,5,2,5,6
0,29,180,77.1,24.5,1,2,8,12
1,53,180,90.2,16.1,5,0,0,6
1,34,182,51.2,19.2,4,2,4,5
0,54,171,75.3,29.5,1,0,0,6
0,59,188,99.4,18.0,1,0,0,14
1,60,192,80.2,15.1,5,2,6,16
1,37,182,91.9,16.4,2,2,6,13
0,20,165,92.6,16.4,5,1,-4,5
0,41,185,109.2,22.8,4,1,-7,11
1,59,183,74.3,19.0,5,1,-8,12
1,50,192,100.0,0.0,3,2,5,16
0,46,167,105.5,18.8,3,1,-6,6
0,35,175,57.0,16.2,5,0,0,6
0,54,194,59.8,19.5,3,2,2,10
0,24,187,97.8,0.0,3,0,0,10
0,59,181,91.0,18.0,4,2,8,16
1,57,150,86.3,19.6,3,2,3,4
0,59,159,72.7,13.5,4,0,0,4
0,45,170,109.6,24.2,1,0,0,14
1,25,192,75.2,22.4,1,0,0,8
1,35,180,69.8,12.5,2,0,0,15
0,47,165,108.4,26.1,3,2,8,9
1,32,156,98.7,0.0,5,2,8,7
0,36,178,106.8,0.0,5,0,0,8
0,31,154,60.4,24.7,5,0,0,5
0,45,198,62.6,13.5,2,1,-8,12
1,33,178,66.9,21.5,5,2,7,6
1,60,156,89.7,20.7,1,1,-6,13
0,22,193,90.1,11.2,5,1,-3,6
1,50,181,90.4,21.1,1,2,5,12
0,23,186,54.0,27.3,3,0,0,5
1,45,164,81.3,19.8,4,2,8,6
0,47,200,74.5,10.3,3,1,-3,6
0,39,174,78.0,17.9,3,2,5,15
0,44,193,81.6,0.0,5,0,0,10
0,52,187,65.6,15.6,5,1,-3,4
0,39,194,95.9,26.9,3,0,0,5
1,38,164,89.4,21.8,1,0,0,8
0,32,175,60.2,10.8,3,2,6,4
0,54,150,75.8,25.6,1,0,0,15
0,18,159,89.6,13.3,4,0,0,10
1,38,180,60.5,25.0,1,0,0,13
1,43,195,91.7,25.4,3,2,7,13
1,24,183,56.7,0.0,1,1,-4,5
1,32,185,73.8,15.1,3,1,-5,12
1,43,177,71.2,25.3,4,0,0,9
1,21,155,101.8,15.8,3,1,-5,5
0,50,196,52.5,0.0,3,1,-2,13
1,28,189,78.6,19.7,1,2,5,11
1,34,194,66.9,26.5,4,0,0,11
1,46,171,98.6,12.7,2,1,-3,6
0,52,199,88.6,0.0,1,1,-6,11
1,30,158,109.6,20.8,3,2,4,4
0,44,194,81.3,0.0,5,1,-7,10
1,46,195,75.9,16.6,2,0,0,9
1,41,183,76.9,21.7,3,0,0,10
1,55,183,76.9,0.0,4,0,0,9
1,57,173,92.8,20.8,1,1,-7,12
0,53,157,50.7,28.5,2,1,-2,9
0,52,157,67.4,22.1,5,1,-8,8
0,28,151,96.6,24.2,2,0,0,10
1,48,158,81.4,18.3,4,0,0,15
0,29,153,59.3,0.0,1,0,0,12
0,43,173,66.9,0.0,1,0,0,4
0,50,157,55.5,18.8,3,2,7,5
1,47,170,58.8,17.5,4,0,0,8
1,23,170,70.1,20.8,1,1,-7,9
1,25,197,59.5,20.9,4,2,3,10
1,32,162,78.5,29.0,4,1,-5,14
0,31,189,58.0,12.4,1,1,-7,11
1,56,182,57.9,0.0,5,0,0,13
0,30,174,66.9,21.9,4,2,3,10
0,28,155,90.1,11.0,5,2,2,12
1,56,170,93.0,29.7,2,0,0,11
1,20,167,108.3,0.0,4,0,0,5
0,45,155,96.9,10.5,5,2,8,4
0,21,159,69.7,11.7,2,0,0,8
1,31,159,72.4,19.5,3,2,7,6
0,31,192,106.9,24.2,4,1,-6,14
0,49,183,95.9,12.0,5,1,-2,14
1,28,153,82.0,28.4,5,1,-6,7
0,28,158,108.5,0.0,2,0,0,12
0,18,198,50.1,14.3,2,2,2,12
0,46,181,59.9,28.4,1,0,0,16
0,37,186,56.8,19.4,3,2,6,16
0,56,191,57.5,19.4,3,2,8,12
1,40,150,57.9,24.0,3,1,-7,12
0,42,152,106.3,10.3,5,2,2,12
1,52,200,106.4,0.0,1,1,-5,4
0,48,184,83.2,23.4,5,0,0,7
0,25,191,69.0,27.2,5,2,5,7
0,28,181,65.1,17.6,1,2,8,4
0,26,188,86.4,16.5,3,2,8,5
0,36,170,79.8,11.4,3,2,4,13
1,46,190,52.4,12.3,3,1,-3,8
1,45,154,54.5,0.0,4,0,0,15
0,45,151,84.1,11.4,1,1,-7,11
0,46,160,88.6,22.1,1,0,0,13
0,53,181,69.1,18.4,1,2,4,13
0,34,159,104.9,12.4,4,1,-7,13
1,53,157,79.7,12.3,5,0,0,4
1,55,165,103.0,24.2,4,2,8,10
1,48,172,61.0,26.7,5,0,0,7
0,56,168,59.1,16.2,4,0,0,13
1,26,188,53.4,17.4,3,1,-3,5
1,60,165,87.0,25.2,2,1,-2,15
1,42,152,110.0,29.3,1,0,0,6
0,34,151,51.0,22.3,4,0,0,16
0,28,190,72.2,25.7,5,1,-7,15
1,52,151,55.1,11.6,2,1,-2,4
0,31,197,77.2,13.3,3,1,-8,5
1,24,192,93.4,14.7,4,1,-6,10
1,50,155,89.7,19.1,5,2,5,5
0,48,197,66.9,22.7,1,0,0,14
1,41,181,108.9,17.2,5,0,0,10
0,58,192,54.3,0.0,4,1,-3,4
0,24,190,57.1,18.1,5,1,-6,7
0,30,193,77.8,13.3,5,2,6,4
1,51,198,93.9,20.3,5,1,-3,13
1,30,197,54.2,23.3,3,2,7,11
0,31,158,82.3,0.0,4,2,2,10
1,58,190,102.4,12.1,1,1,-8,14
1,26,182,102.5,13.6,2,1,-4,7
0,53,157,61.4,27.6,5,1,-6,15
0,49,182,71.3,24.7,1,2,6,12
0,26,166,55.5,29.9,2,1,-3,10
0,25,189,51.7,21.2,4,2,7,11
1,35,197,104.4,12.0,4,2,8,4
1,57,198,87.5,23.9,1,0,0,10
1,26,158,109.1,18.8,2,1,-5,15
0,26,170,64.5,13.4,4,2,3,5
0,47,179,80.1,16.9,1,2,6,5
1,45,153,105.3,0.0,2,1,-5,4
0,44,192,78.5,17.3,2,2,4,9
1,31,168,101.5,0.0,2,1,-4,16
0,30,188,70.5,15.4,3,0,0,16
1,48,188,52.6,22.7,5,0,0,13
1,22,179,60.5,25.9,4,0,0,7
1,27,194,51.0,20.4,1,0,0,11
0,18,179,91.1,19.2,5,1,-6,7
0,38,162,68.0,0.0,1,1,-8,11
0,60,161,51.6,13.9,5,2,7,16
0,23,165,60.4,21.1,1,0,0,9
0,50,179,54.6,28.2,3,1,-4,7
0,27,192,51.6,12.7,4,2,2,7
0,51,182,70.1,21.2,4,1,-5,11
1,31,157,52.2,0.0,4,0,0,9
0,57,151,83.5,12.8,2,2,7,14
1,39,160,71.6,27.8,1,2,4,14
1,36,181,91.2,19.6,4,2,6,11
0,39,165,73.0,22.0,2,2,5,12
1,53,165,99.9,0.0,3,1,-4,7
0,21,157,102.3,20.5,5,2,7,16
1,38,185,56.1,22.3,1,1,-2,11
1,57,174,70.7,11.1,3,2,2,11
1,37,190,104.2,19.7,4,0,0,6
0,22,196,102.4,27.5,3,1,-5,14
1,29,175,55.4,24.6,5,0,0,8
1,39,169,80.4,0.0,2,0,0,5
0,38,167,72.1,22.8,2,2,7,12
1,38,160,77.6,26.0,5,1,-7,9
1,41,194,108.2,14.7,3,0,0,4
1,56,197,74.8,15.3,3,0,0,5
0,41,179,99.3,17.1,1,0,0,7
0,29,183,66.2,24.2,5,1,-4,5
0,46,199,77.7,25.0,3,2,5,4
0,37,184,84.8,26.3,1,1,-2,14
1,38,193,58.3,14.5,3,1,-2,15
0,32,170,94.2,16.4,5,0,0,6
1,23,180,105.3,11.2,1,2,4,10
0,35,178,83.1,18.2,1,0,0,8
1,48,194,106.9,20.0,1,1,-6,15
0,34,172,68.2,20.5,3,0,0,15
1,34,161,98.3,13.5,1,2,4,4
0,45,176,105.0,12.7,4,0,0,9
1,39,162,77.8,0.0,2,1,-8,5
0,55,188,107.9,0.0,4,2,3,15
0,21,157,109.2,25.9,5,1,-4,7
1,38,165,98.3,28.3,3,2,7,7
1,24,185,60.1,24.3,1,0,0,11
1,53,167,76.2,0.0,3,1,-2,7
0,51,185,93.7,19.8,2,2,3,15
0,22,154,53.4,13.4,3,2,2,14
1,36,162,79.5,17.3,5,0,0,15
1,57,193,73.3,0.0,2,2,4,5
1,38,163,52.5,25.0,1,0,0,15
1,47,186,72.0,0.0,3,2,7,14
1,38,182,88.3,21.2,2,1,-7,13
1,39,157,55.2,0.0,2,0,0,7
0,56,163,72.2,16.4,4,1,-7,13
0,52,165,74.6,29.0,4,0,0,13
1,25,161,61.5,14.0,5,0,0,11
0,40,200,104.8,19.9,3,1,-3,8
1,56,179,69.6,15.9,2,2,2,15
1,36,167,105.8,25.2,2,2,7,8
0,23,174,77.3,25.7,1,0,0,12
0,44,188,73.8,26.3,5,2,5,8
0,47,191,76.7,21.9,2,1,-4,14
1,22,191,60.5,24.0,1,2,6,8
1,39,161,88.0,25.5,5,0,0,9
0,19,170,103.6,10.7,2,1,-7,4
0,46,179,71.5,11.5,3,1,-3,5
0,41,168,97.1,10.4,2,1,-7,10
0,25,176,63.2,11.8,3,0,0,11
1,20,190,78.7,24.1,4,1,-5,13
1,25,199,95.5,11.4,4,0,0,6
1,35,196,87.2,11.5,3,2,4,6
1,52,196,65.6,14.2,4,2,5,10
0,26,155,77.0,23.5,4,1,-3,11
1,40,154,101.6,25.7,2,2,5,11
0,42,187,95.4,0.0,4,0,0,13
0,55,157,64.5,11.2,3,1,-6,9
1,18,200,80.0,17.7,2,1,-8,10
1,18,169,55.6,17.6,2,0,0,9
0,18,166,54.0,11.0,5,1,-7,14
0,22,164,73.8,15.8,2,0,0,10
1,55,182,100.3,14.0,4,2,5,4
1,37,159,93.2,0.0,2,2,8,13
0,32,158,62.6,11.5,3,0,0,6
1,24,188,77.4,13.2,2,2,4,16
0,32,177,60.2,28.6,2,0,0,13
0,42,189,70.0,11.1,1,0,0,14
0,31,200,78.4,20.6,3,0,0,6
1,22,171,101.1,22.8,5,2,2,15
1,46,199,74.1,24.4,2,2,6,10
0,43,171,75.2,0.0,4,2,6,6
0,52,166,60.9,24.9,4,0,0,7
1,45,176,79.3,24.5,5,0,0,5
1,54,151,97.0,23.8,1,0,0,14
1,43,191,84.7,0.0,1,0,0,16
0,59,162,55.3,17.8,2,1,-2,9
1,47,159,81.0,11.7,5,2,3,11
1,47,159,60.1,19.0,4,0,0,5
1,54,174,56.3,20.1,3,1,-2,13
1,39,170,70.3,12.3,4,2,7,6
0,57,150,105.3,28.7,2,0,0,12
0,51,197,82.7,20.2,2,2,3,9
0,31,161,55.7,24.5,3,2,4,14
0,35,173,52.7,0.0,5,1,-6,14
0,27,162,95.2,14.4,3,0,0,16
0,60,152,96.4,14.8,1,2,3,16
1,24,189,84.4,15.9,3,1,-7,14
1,29,199,83.9,0.0,3,1,-8,14
1,53,164,52.7,16.0,1,0,0,6
1,34,199,69.2,0.0,2,2,7,8
0,41,170,60.5,18.6,2,1,-7,9
0,24,161,73.3,28.0,4,0,0,14
0,24,192,73.8,0.0,3,2,4,12
0,24,198,104.6,15.7,1,0,0,12
1,38,185,65.1,0.0,2,0,0,11
0,26,156,103.9,20.3,5,2,4,16
1,21,200,104.5,13.7,5,2,5,9
1,53,190,72.5,28.7,3,0,0,13
1,33,182,83.6,23.8,4,0,0,6
0,22,180,101.5,24.9,1,0,0,10
1,59,171,68.3,11.5,4,2,3,13
1,48,175,64.7,27.4,3,2,5,12
0,20,154,93.8,17.2,5,0,0,16
0,38,193,89.0,24.7,2,2,4,9
1,21,161,76.3,0.0,5,2,5,13
1,60,171,60.8,25.4,1,1,-6,8
0,47,184,92.6,20.0,5,2,4,15
1,38,155,57.1,0.0,5,1,-4,16
1,48,188,89.7,17.6,2,2,6,16
1,19,165,102.3,22.0,1,1,-5,5
1,51,156,98.6,21.1,2,2,2,10
0,48,157,91.4,15.5,2,0,0,10
1,42,150,106.3,13.3,3,2,3,6
1,40,172,85.9,16.5,5,1,-8,14
0,42,188,60.0,0.0,5,2,2,5
0,30,185,90.0,25.8,3,0,0,7
1,25,175,77.2,28.1,2,2,7,12
0,41,159,87.6,21.2,5,2,4,16
0,23,196,79.7,12.9,2,0,0,14
1,36,193,57.9,18.0,3,2,5,11
1,19,168,107.3,18.8,2,2,6,16
0,56,196,79.8,0.0,2,0,0,15
1,59,188,104.1,15.3,3,0,0,12
1,45,180,70.6,25.4,3,0,0,4
1,21,180,67.2,18.5,1,1,-4,10
0,55,175,66.7,14.6,5,0,0,9
1,39,189,54.9,17.4,3,0,0,9
1,24,187,101.8,12.0,4,2,8,8
1,43,177,84.3,29.3,3,1,-8,8
1,38,196,108.8,28.0,4,2,2,6
0,32,192,99.1,24.4,3,2,8,5
0,38,164,74.1,12.5,1,2,7,9
0,50,178,104.4,16.7,1,1,-3,11
0,20,182,73.4,26.8,5,0,0,16
0,48,152,86.0,28.6,3,0,0,4
0,27,194,53.9,13.0,5,0,0,9
0,60,176,55.5,0.0,1,1,-8,12
0,50,169,75.2,19.2,4,1,-6,14
0,21,185,63.9,0.0,3,2,5,16
0,43,150,95.7,21.1,1,2,3,12
1,49,196,75.7,10.3,3,0,0,9
0,40,173,62.3,12.5,1,1,-3,14
0,46,172,103.2,29.6,2,0,0,5
0,47,181,87.3,13.1,5,0,0,9
1,19,193,72.4,18.0,2,0,0,9
0,56,156,94.7,14.1,3,0,0,16
1,48,152,73.4,26.1,2,1,-3,13
1,42,200,71.2,21.5,5,2,3,4
0,41,173,79.5,0.0,4,0,0,6
1,48,170,97.4,27.6,3,1,-2,4
1,56,150,83.5,26.7,1,1,-8,11
1,54,180,61.9,16.1,2,0,0,14
0,60,154,109.5,27.6,3,1,-4,14
1,45,198,58.6,29.7,1,2,3,4
0,48,174,99.9,18.9,5,0,0,9
0,41,150,50.1,20.6,1,2,2,13
1,21,156,109.2,0.0,2,2,2,12
0,55,173,51.1,23.3,3,0,0,16
1,23,177,59.4,29.9,5,0,0,8
1,36,196,71.1,0.0,3,2,2,12
0,38,198,69.9,22.9,3,0,0,6
1,44,159,97.6,18.6,4,1,-6,11
1,20,158,57.5,23.6,4,1,-8,14
0,59,164,104.6,0.0,2,1,-8,8
1,53,190,52.3,24.3,3,1,-7,9
0,25,159,86.7,0.0,2,0,0,15
0,37,192,95.3,21.3,1,0,0,10
1,31,156,87.1,28.7,1,2,6,12
1,36,197,98.1,13.4,4,2,7,6
1,22,150,102.7,23.4,3,1,-4,7
0,31,170,88.2,13.2,1,2,5,9
1,52,195,108.0,29.8,3,2,5,9
1,37,188,63.5,18.7,3,0,0,8
1,49,172,97.3,0.0,5,2,5,11
1,33,184,106.5,10.4,1,0,0,8
0,55,186,104.5,24.9,5,1,-5,10
0,52,152,66.2,0.0,3,0,0,5
0,28,190,66.4,18.2,2,0,0,4
0,51,155,55.1,15.5,4,0,0,15
1,45,180,53.4,0.0,4,2,8,13
0,54,155,101.0,24.0,4,2,7,4
0,34,157,79.1,18.0,3,0,0,16
0,51,162,94.6,0.0,1,1,-2,7
0,55,181,52.2,0.0,3,0,0,8
0,37,172,55.8,0.0,2,0,0,8
0,50,158,79.3,29.6,2,0,0,12
0,47,177,91.7,10.0,5,1,-8,15
1,23,186,72.9,16.5,3,2,8,6
1,24,163,68.6,15.4,3,0,0,12
0,25,177,67.9,0.0,1,2,7,11
0,43,167,85.7,0.0,2,0,0,8
0,25,172,52.5,13.2,5,0,0,8
0,24,154,62.8,23.3,1,1,-7,13
